Estado,Município,Sexo,Faixa Etária,Saldo
MA,Sao Mateus do Maranhao,Total,40 a 49,-27
MA,Sao Mateus do Maranhao,Total,50 a 64,-7
MA,Sao Mateus do Maranhao,Total,65 ou mais,0
MA,Sao Mateus do Maranhao,Total,Total,-49
MA,Sao Pedro da Agua Branca,Masculino,Até 17,0
MA,Sao Pedro da Agua Branca,Masculino,18 a 24,-2
MA,Sao Pedro da Agua Branca,Masculino,25 a 29,-2
MA,Sao Pedro da Agua Branca,Masculino,30 a 39,-3
MA,Sao Pedro da Agua Branca,Masculino,40 a 49,-3
MA,Sao Pedro da Agua Branca,Masculino,50 a 64,-2
MA,Sao Pedro da Agua Branca,Masculino,65 ou mais,1
MA,Sao Pedro da Agua Branca,Masculino,Total,-11
MA,Sao Pedro da Agua Branca,Feminino,Até 17,0
MA,Sao Pedro da Agua Branca,Feminino,18 a 24,-1
MA,Sao Pedro da Agua Branca,Feminino,25 a 29,-2
MA,Sao Pedro da Agua Branca,Feminino,30 a 39,6
MA,Sao Pedro da Agua Branca,Feminino,40 a 49,-4
MA,Sao Pedro da Agua Branca,Feminino,50 a 64,-1
MA,Sao Pedro da Agua Branca,Feminino,65 ou mais,0
MA,Sao Pedro da Agua Branca,Feminino,Total,-2
MA,Sao Pedro da Agua Branca,Total,Até 17,0
MA,Sao Pedro da Agua Branca,Total,18 a 24,-3
MA,Sao Pedro da Agua Branca,Total,25 a 29,-4
MA,Sao Pedro da Agua Branca,Total,30 a 39,3
MA,Sao Pedro da Agua Branca,Total,40 a 49,-7
MA,Sao Pedro da Agua Branca,Total,50 a 64,-3
MA,Sao Pedro da Agua Branca,Total,65 ou mais,1
MA,Sao Pedro da Agua Branca,Total,Total,-13
MA,Sao Pedro dos Crentes,Masculino,Até 17,0
MA,Sao Pedro dos Crentes,Masculino,18 a 24,4
MA,Sao Pedro dos Crentes,Masculino,25 a 29,2
MA,Sao Pedro dos Crentes,Masculino,30 a 39,-2
MA,Sao Pedro dos Crentes,Masculino,40 a 49,1
MA,Sao Pedro dos Crentes,Masculino,50 a 64,0
MA,Sao Pedro dos Crentes,Masculino,65 ou mais,0
MA,Sao Pedro dos Crentes,Masculino,Total,5
MA,Sao Pedro dos Crentes,Feminino,Até 17,0
MA,Sao Pedro dos Crentes,Feminino,18 a 24,3
MA,Sao Pedro dos Crentes,Feminino,25 a 29,2
MA,Sao Pedro dos Crentes,Feminino,30 a 39,-3
MA,Sao Pedro dos Crentes,Feminino,40 a 49,0
MA,Sao Pedro dos Crentes,Feminino,50 a 64,0
MA,Sao Pedro dos Crentes,Feminino,65 ou mais,0
MA,Sao Pedro dos Crentes,Feminino,Total,2
MA,Sao Pedro dos Crentes,Total,Até 17,0
MA,Sao Pedro dos Crentes,Total,18 a 24,7
MA,Sao Pedro dos Crentes,Total,25 a 29,4
MA,Sao Pedro dos Crentes,Total,30 a 39,-5
MA,Sao Pedro dos Crentes,Total,40 a 49,1
MA,Sao Pedro dos Crentes,Total,50 a 64,0
MA,Sao Pedro dos Crentes,Total,65 ou mais,0
MA,Sao Pedro dos Crentes,Total,Total,7
MA,Sao Raimundo das Mangabeiras,Masculino,Até 17,2
MA,Sao Raimundo das Mangabeiras,Masculino,18 a 24,72
MA,Sao Raimundo das Mangabeiras,Masculino,25 a 29,40
MA,Sao Raimundo das Mangabeiras,Masculino,30 a 39,88
MA,Sao Raimundo das Mangabeiras,Masculino,40 a 49,13
MA,Sao Raimundo das Mangabeiras,Masculino,50 a 64,-2
MA,Sao Raimundo das Mangabeiras,Masculino,65 ou mais,-1
MA,Sao Raimundo das Mangabeiras,Masculino,Total,212
MA,Sao Raimundo das Mangabeiras,Feminino,Até 17,1
MA,Sao Raimundo das Mangabeiras,Feminino,18 a 24,15
MA,Sao Raimundo das Mangabeiras,Feminino,25 a 29,0
MA,Sao Raimundo das Mangabeiras,Feminino,30 a 39,-14
MA,Sao Raimundo das Mangabeiras,Feminino,40 a 49,-2
MA,Sao Raimundo das Mangabeiras,Feminino,50 a 64,-2
MA,Sao Raimundo das Mangabeiras,Feminino,65 ou mais,0
MA,Sao Raimundo das Mangabeiras,Feminino,Total,-2
MA,Sao Raimundo das Mangabeiras,Total,Até 17,3
MA,Sao Raimundo das Mangabeiras,Total,18 a 24,87
MA,Sao Raimundo das Mangabeiras,Total,25 a 29,40
MA,Sao Raimundo das Mangabeiras,Total,30 a 39,74
MA,Sao Raimundo das Mangabeiras,Total,40 a 49,11
MA,Sao Raimundo das Mangabeiras,Total,50 a 64,-4
MA,Sao Raimundo das Mangabeiras,Total,65 ou mais,-1
MA,Sao Raimundo das Mangabeiras,Total,Total,210
MA,Sao Raimundo do Doca Bezerra,Masculino,Até 17,0
MA,Sao Raimundo do Doca Bezerra,Masculino,18 a 24,0
MA,Sao Raimundo do Doca Bezerra,Masculino,25 a 29,1
MA,Sao Raimundo do Doca Bezerra,Masculino,30 a 39,0
MA,Sao Raimundo do Doca Bezerra,Masculino,40 a 49,0
MA,Sao Raimundo do Doca Bezerra,Masculino,50 a 64,0
MA,Sao Raimundo do Doca Bezerra,Masculino,65 ou mais,0
MA,Sao Raimundo do Doca Bezerra,Masculino,Total,1
MA,Sao Raimundo do Doca Bezerra,Feminino,Até 17,0
MA,Sao Raimundo do Doca Bezerra,Feminino,18 a 24,-1
MA,Sao Raimundo do Doca Bezerra,Feminino,25 a 29,0
MA,Sao Raimundo do Doca Bezerra,Feminino,30 a 39,0
MA,Sao Raimundo do Doca Bezerra,Feminino,40 a 49,0
MA,Sao Raimundo do Doca Bezerra,Feminino,50 a 64,0
MA,Sao Raimundo do Doca Bezerra,Feminino,65 ou mais,0
MA,Sao Raimundo do Doca Bezerra,Feminino,Total,-1
MA,Sao Raimundo do Doca Bezerra,Total,Até 17,0
MA,Sao Raimundo do Doca Bezerra,Total,18 a 24,-1
MA,Sao Raimundo do Doca Bezerra,Total,25 a 29,1
MA,Sao Raimundo do Doca Bezerra,Total,30 a 39,0
MA,Sao Raimundo do Doca Bezerra,Total,40 a 49,0
MA,Sao Raimundo do Doca Bezerra,Total,50 a 64,0
MA,Sao Raimundo do Doca Bezerra,Total,65 ou mais,0
MA,Sao Raimundo do Doca Bezerra,Total,Total,0
MA,Sao Roberto,Masculino,Até 17,0
MA,Sao Roberto,Masculino,18 a 24,1
MA,Sao Roberto,Masculino,25 a 29,0
MA,Sao Roberto,Masculino,30 a 39,-2
MA,Sao Roberto,Masculino,40 a 49,0
MA,Sao Roberto,Masculino,50 a 64,0
MA,Sao Roberto,Masculino,65 ou mais,0
MA,Sao Roberto,Masculino,Total,-1
MA,Sao Roberto,Feminino,Até 17,0
MA,Sao Roberto,Feminino,18 a 24,0
MA,Sao Roberto,Feminino,25 a 29,0
MA,Sao Roberto,Feminino,30 a 39,0
MA,Sao Roberto,Feminino,40 a 49,0
MA,Sao Roberto,Feminino,50 a 64,0
MA,Sao Roberto,Feminino,65 ou mais,0
MA,Sao Roberto,Feminino,Total,0
MA,Sao Roberto,Total,Até 17,0
MA,Sao Roberto,Total,18 a 24,1
MA,Sao Roberto,Total,25 a 29,0
MA,Sao Roberto,Total,30 a 39,-2
MA,Sao Roberto,Total,40 a 49,0
MA,Sao Roberto,Total,50 a 64,0
MA,Sao Roberto,Total,65 ou mais,0
MA,Sao Roberto,Total,Total,-1
MA,Sao Vicente Ferrer,Masculino,Até 17,0
MA,Sao Vicente Ferrer,Masculino,18 a 24,1
MA,Sao Vicente Ferrer,Masculino,25 a 29,2
MA,Sao Vicente Ferrer,Masculino,30 a 39,-6
MA,Sao Vicente Ferrer,Masculino,40 a 49,-3
MA,Sao Vicente Ferrer,Masculino,50 a 64,-3
MA,Sao Vicente Ferrer,Masculino,65 ou mais,0
MA,Sao Vicente Ferrer,Masculino,Total,-9
MA,Sao Vicente Ferrer,Feminino,Até 17,0
MA,Sao Vicente Ferrer,Feminino,18 a 24,1
MA,Sao Vicente Ferrer,Feminino,25 a 29,0
MA,Sao Vicente Ferrer,Feminino,30 a 39,1
MA,Sao Vicente Ferrer,Feminino,40 a 49,-1
MA,Sao Vicente Ferrer,Feminino,50 a 64,1
MA,Sao Vicente Ferrer,Feminino,65 ou mais,0
MA,Sao Vicente Ferrer,Feminino,Total,2
MA,Sao Vicente Ferrer,Total,Até 17,0
MA,Sao Vicente Ferrer,Total,18 a 24,2
MA,Sao Vicente Ferrer,Total,25 a 29,2
MA,Sao Vicente Ferrer,Total,30 a 39,-5
MA,Sao Vicente Ferrer,Total,40 a 49,-4
MA,Sao Vicente Ferrer,Total,50 a 64,-2
MA,Sao Vicente Ferrer,Total,65 ou mais,0
MA,Sao Vicente Ferrer,Total,Total,-7
MA,Satubinha,Masculino,Até 17,0
MA,Satubinha,Masculino,18 a 24,0
MA,Satubinha,Masculino,25 a 29,0
MA,Satubinha,Masculino,30 a 39,1
MA,Satubinha,Masculino,40 a 49,0
MA,Satubinha,Masculino,50 a 64,0
MA,Satubinha,Masculino,65 ou mais,0
MA,Satubinha,Masculino,Total,1
MA,Satubinha,Feminino,Até 17,0
MA,Satubinha,Feminino,18 a 24,0
MA,Satubinha,Feminino,25 a 29,0
MA,Satubinha,Feminino,30 a 39,0
MA,Satubinha,Feminino,40 a 49,0
MA,Satubinha,Feminino,50 a 64,0
MA,Satubinha,Feminino,65 ou mais,0
MA,Satubinha,Feminino,Total,0
MA,Satubinha,Total,Até 17,0
MA,Satubinha,Total,18 a 24,0
MA,Satubinha,Total,25 a 29,0
MA,Satubinha,Total,30 a 39,1
MA,Satubinha,Total,40 a 49,0
MA,Satubinha,Total,50 a 64,0
MA,Satubinha,Total,65 ou mais,0
MA,Satubinha,Total,Total,1
MA,Senador Alexandre Costa,Masculino,Até 17,0
MA,Senador Alexandre Costa,Masculino,18 a 24,1
MA,Senador Alexandre Costa,Masculino,25 a 29,-4
MA,Senador Alexandre Costa,Masculino,30 a 39,-4
MA,Senador Alexandre Costa,Masculino,40 a 49,-1
MA,Senador Alexandre Costa,Masculino,50 a 64,-1
MA,Senador Alexandre Costa,Masculino,65 ou mais,0
MA,Senador Alexandre Costa,Masculino,Total,-9
MA,Senador Alexandre Costa,Feminino,Até 17,0
MA,Senador Alexandre Costa,Feminino,18 a 24,-2
MA,Senador Alexandre Costa,Feminino,25 a 29,0
MA,Senador Alexandre Costa,Feminino,30 a 39,-1
MA,Senador Alexandre Costa,Feminino,40 a 49,0
MA,Senador Alexandre Costa,Feminino,50 a 64,0
MA,Senador Alexandre Costa,Feminino,65 ou mais,0
MA,Senador Alexandre Costa,Feminino,Total,-3
MA,Senador Alexandre Costa,Total,Até 17,0
MA,Senador Alexandre Costa,Total,18 a 24,-1
MA,Senador Alexandre Costa,Total,25 a 29,-4
MA,Senador Alexandre Costa,Total,30 a 39,-5
MA,Senador Alexandre Costa,Total,40 a 49,-1
MA,Senador Alexandre Costa,Total,50 a 64,-1
MA,Senador Alexandre Costa,Total,65 ou mais,0
MA,Senador Alexandre Costa,Total,Total,-12
MA,Senador La Rocque,Masculino,Até 17,0
MA,Senador La Rocque,Masculino,18 a 24,5
MA,Senador La Rocque,Masculino,25 a 29,0
MA,Senador La Rocque,Masculino,30 a 39,-4
MA,Senador La Rocque,Masculino,40 a 49,-8
MA,Senador La Rocque,Masculino,50 a 64,0
MA,Senador La Rocque,Masculino,65 ou mais,0
MA,Senador La Rocque,Masculino,Total,-7
MA,Senador La Rocque,Feminino,Até 17,0
MA,Senador La Rocque,Feminino,18 a 24,6
MA,Senador La Rocque,Feminino,25 a 29,0
MA,Senador La Rocque,Feminino,30 a 39,-2
MA,Senador La Rocque,Feminino,40 a 49,2
MA,Senador La Rocque,Feminino,50 a 64,-1
MA,Senador La Rocque,Feminino,65 ou mais,0
MA,Senador La Rocque,Feminino,Total,5
MA,Senador La Rocque,Total,Até 17,0
MA,Senador La Rocque,Total,18 a 24,11
MA,Senador La Rocque,Total,25 a 29,0
MA,Senador La Rocque,Total,30 a 39,-6
MA,Senador La Rocque,Total,40 a 49,-6
MA,Senador La Rocque,Total,50 a 64,-1
MA,Senador La Rocque,Total,65 ou mais,0
MA,Senador La Rocque,Total,Total,-2
MA,Serrano do Maranhao,Masculino,Até 17,0
MA,Serrano do Maranhao,Masculino,18 a 24,2
MA,Serrano do Maranhao,Masculino,25 a 29,4
MA,Serrano do Maranhao,Masculino,30 a 39,-1
MA,Serrano do Maranhao,Masculino,40 a 49,1
MA,Serrano do Maranhao,Masculino,50 a 64,0
MA,Serrano do Maranhao,Masculino,65 ou mais,0
MA,Serrano do Maranhao,Masculino,Total,6
MA,Serrano do Maranhao,Feminino,Até 17,0
MA,Serrano do Maranhao,Feminino,18 a 24,0
MA,Serrano do Maranhao,Feminino,25 a 29,1
MA,Serrano do Maranhao,Feminino,30 a 39,0
MA,Serrano do Maranhao,Feminino,40 a 49,0
MA,Serrano do Maranhao,Feminino,50 a 64,0
MA,Serrano do Maranhao,Feminino,65 ou mais,0
MA,Serrano do Maranhao,Feminino,Total,1
MA,Serrano do Maranhao,Total,Até 17,0
MA,Serrano do Maranhao,Total,18 a 24,2
MA,Serrano do Maranhao,Total,25 a 29,5
MA,Serrano do Maranhao,Total,30 a 39,-1
MA,Serrano do Maranhao,Total,40 a 49,1
MA,Serrano do Maranhao,Total,50 a 64,0
MA,Serrano do Maranhao,Total,65 ou mais,0
MA,Serrano do Maranhao,Total,Total,7
MA,Sitio Novo,Masculino,Até 17,1
MA,Sitio Novo,Masculino,18 a 24,-7
MA,Sitio Novo,Masculino,25 a 29,-14
MA,Sitio Novo,Masculino,30 a 39,-18
MA,Sitio Novo,Masculino,40 a 49,-14
MA,Sitio Novo,Masculino,50 a 64,-5
MA,Sitio Novo,Masculino,65 ou mais,-1
MA,Sitio Novo,Masculino,Total,-58
MA,Sitio Novo,Feminino,Até 17,0
MA,Sitio Novo,Feminino,18 a 24,0
MA,Sitio Novo,Feminino,25 a 29,-2
MA,Sitio Novo,Feminino,30 a 39,-1
MA,Sitio Novo,Feminino,40 a 49,-3
MA,Sitio Novo,Feminino,50 a 64,0
MA,Sitio Novo,Feminino,65 ou mais,0
MA,Sitio Novo,Feminino,Total,-6
MA,Sitio Novo,Total,Até 17,1
MA,Sitio Novo,Total,18 a 24,-7
MA,Sitio Novo,Total,25 a 29,-16
MA,Sitio Novo,Total,30 a 39,-19
MA,Sitio Novo,Total,40 a 49,-17
MA,Sitio Novo,Total,50 a 64,-5
MA,Sitio Novo,Total,65 ou mais,-1
MA,Sitio Novo,Total,Total,-64
MA,Sucupira do Norte,Masculino,Até 17,0
MA,Sucupira do Norte,Masculino,18 a 24,-3
MA,Sucupira do Norte,Masculino,25 a 29,0
MA,Sucupira do Norte,Masculino,30 a 39,2
MA,Sucupira do Norte,Masculino,40 a 49,-2
MA,Sucupira do Norte,Masculino,50 a 64,-1
MA,Sucupira do Norte,Masculino,65 ou mais,0
MA,Sucupira do Norte,Masculino,Total,-4
MA,Sucupira do Norte,Feminino,Até 17,0
MA,Sucupira do Norte,Feminino,18 a 24,4
MA,Sucupira do Norte,Feminino,25 a 29,1
MA,Sucupira do Norte,Feminino,30 a 39,-1
MA,Sucupira do Norte,Feminino,40 a 49,0
MA,Sucupira do Norte,Feminino,50 a 64,-1
MA,Sucupira do Norte,Feminino,65 ou mais,0
MA,Sucupira do Norte,Feminino,Total,3
MA,Sucupira do Norte,Total,Até 17,0
MA,Sucupira do Norte,Total,18 a 24,1
MA,Sucupira do Norte,Total,25 a 29,1
MA,Sucupira do Norte,Total,30 a 39,1
MA,Sucupira do Norte,Total,40 a 49,-2
MA,Sucupira do Norte,Total,50 a 64,-2
MA,Sucupira do Norte,Total,65 ou mais,0
MA,Sucupira do Norte,Total,Total,-1
MA,Sucupira do Riachao,Masculino,Até 17,0
MA,Sucupira do Riachao,Masculino,18 a 24,0
MA,Sucupira do Riachao,Masculino,25 a 29,-1
MA,Sucupira do Riachao,Masculino,30 a 39,-3
MA,Sucupira do Riachao,Masculino,40 a 49,1
MA,Sucupira do Riachao,Masculino,50 a 64,-3
MA,Sucupira do Riachao,Masculino,65 ou mais,0
MA,Sucupira do Riachao,Masculino,Total,-6
MA,Sucupira do Riachao,Feminino,Até 17,0
MA,Sucupira do Riachao,Feminino,18 a 24,-1
MA,Sucupira do Riachao,Feminino,25 a 29,0
MA,Sucupira do Riachao,Feminino,30 a 39,1
MA,Sucupira do Riachao,Feminino,40 a 49,0
MA,Sucupira do Riachao,Feminino,50 a 64,0
MA,Sucupira do Riachao,Feminino,65 ou mais,0
MA,Sucupira do Riachao,Feminino,Total,0
MA,Sucupira do Riachao,Total,Até 17,0
MA,Sucupira do Riachao,Total,18 a 24,-1
MA,Sucupira do Riachao,Total,25 a 29,-1
MA,Sucupira do Riachao,Total,30 a 39,-2
MA,Sucupira do Riachao,Total,40 a 49,1
MA,Sucupira do Riachao,Total,50 a 64,-3
MA,Sucupira do Riachao,Total,65 ou mais,0
MA,Sucupira do Riachao,Total,Total,-6
MA,Tasso Fragoso,Masculino,Até 17,0
MA,Tasso Fragoso,Masculino,18 a 24,38
MA,Tasso Fragoso,Masculino,25 a 29,-3
MA,Tasso Fragoso,Masculino,30 a 39,-21
MA,Tasso Fragoso,Masculino,40 a 49,-19
MA,Tasso Fragoso,Masculino,50 a 64,-7
MA,Tasso Fragoso,Masculino,65 ou mais,-2
MA,Tasso Fragoso,Masculino,Total,-14
MA,Tasso Fragoso,Feminino,Até 17,0
MA,Tasso Fragoso,Feminino,18 a 24,7
MA,Tasso Fragoso,Feminino,25 a 29,-1
MA,Tasso Fragoso,Feminino,30 a 39,0
MA,Tasso Fragoso,Feminino,40 a 49,-5
MA,Tasso Fragoso,Feminino,50 a 64,0
MA,Tasso Fragoso,Feminino,65 ou mais,0
MA,Tasso Fragoso,Feminino,Total,1
MA,Tasso Fragoso,Total,Até 17,0
MA,Tasso Fragoso,Total,18 a 24,45
MA,Tasso Fragoso,Total,25 a 29,-4
MA,Tasso Fragoso,Total,30 a 39,-21
MA,Tasso Fragoso,Total,40 a 49,-24
MA,Tasso Fragoso,Total,50 a 64,-7
MA,Tasso Fragoso,Total,65 ou mais,-2
MA,Tasso Fragoso,Total,Total,-13
MA,Timbiras,Masculino,Até 17,0
MA,Timbiras,Masculino,18 a 24,2
MA,Timbiras,Masculino,25 a 29,3
MA,Timbiras,Masculino,30 a 39,3
MA,Timbiras,Masculino,40 a 49,-1
MA,Timbiras,Masculino,50 a 64,0
MA,Timbiras,Masculino,65 ou mais,0
MA,Timbiras,Masculino,Total,7
MA,Timbiras,Feminino,Até 17,0
MA,Timbiras,Feminino,18 a 24,9
MA,Timbiras,Feminino,25 a 29,-3
MA,Timbiras,Feminino,30 a 39,-1
MA,Timbiras,Feminino,40 a 49,-1
MA,Timbiras,Feminino,50 a 64,-1
MA,Timbiras,Feminino,65 ou mais,0
MA,Timbiras,Feminino,Total,3
MA,Timbiras,Total,Até 17,0
MA,Timbiras,Total,18 a 24,11
MA,Timbiras,Total,25 a 29,0
MA,Timbiras,Total,30 a 39,2
MA,Timbiras,Total,40 a 49,-2
MA,Timbiras,Total,50 a 64,-1
MA,Timbiras,Total,65 ou mais,0
MA,Timbiras,Total,Total,10
MA,Timon,Masculino,Até 17,14
MA,Timon,Masculino,18 a 24,286
MA,Timon,Masculino,25 a 29,27
MA,Timon,Masculino,30 a 39,36
MA,Timon,Masculino,40 a 49,-2
MA,Timon,Masculino,50 a 64,-24
MA,Timon,Masculino,65 ou mais,-6
MA,Timon,Masculino,Total,331
MA,Timon,Feminino,Até 17,30
MA,Timon,Feminino,18 a 24,96
MA,Timon,Feminino,25 a 29,-14
MA,Timon,Feminino,30 a 39,13
MA,Timon,Feminino,40 a 49,-6
MA,Timon,Feminino,50 a 64,-21
MA,Timon,Feminino,65 ou mais,-2
MA,Timon,Feminino,Total,96
MA,Timon,Total,Até 17,44
MA,Timon,Total,18 a 24,382
MA,Timon,Total,25 a 29,13
MA,Timon,Total,30 a 39,49
MA,Timon,Total,40 a 49,-8
MA,Timon,Total,50 a 64,-45
MA,Timon,Total,65 ou mais,-8
MA,Timon,Total,Total,427
MA,Trizidela do Vale,Masculino,Até 17,0
MA,Trizidela do Vale,Masculino,18 a 24,-10
MA,Trizidela do Vale,Masculino,25 a 29,-9
MA,Trizidela do Vale,Masculino,30 a 39,-11
MA,Trizidela do Vale,Masculino,40 a 49,-6
MA,Trizidela do Vale,Masculino,50 a 64,-7
MA,Trizidela do Vale,Masculino,65 ou mais,-1
MA,Trizidela do Vale,Masculino,Total,-44
MA,Trizidela do Vale,Feminino,Até 17,1
MA,Trizidela do Vale,Feminino,18 a 24,-4
MA,Trizidela do Vale,Feminino,25 a 29,-2
MA,Trizidela do Vale,Feminino,30 a 39,-2
MA,Trizidela do Vale,Feminino,40 a 49,-7
MA,Trizidela do Vale,Feminino,50 a 64,1
MA,Trizidela do Vale,Feminino,65 ou mais,0
MA,Trizidela do Vale,Feminino,Total,-13
MA,Trizidela do Vale,Total,Até 17,1
MA,Trizidela do Vale,Total,18 a 24,-14
MA,Trizidela do Vale,Total,25 a 29,-11
MA,Trizidela do Vale,Total,30 a 39,-13
MA,Trizidela do Vale,Total,40 a 49,-13
MA,Trizidela do Vale,Total,50 a 64,-6
MA,Trizidela do Vale,Total,65 ou mais,-1
MA,Trizidela do Vale,Total,Total,-57
MA,Tufilandia,Masculino,Até 17,0
MA,Tufilandia,Masculino,18 a 24,1
MA,Tufilandia,Masculino,25 a 29,-1
MA,Tufilandia,Masculino,30 a 39,-3
MA,Tufilandia,Masculino,40 a 49,0
MA,Tufilandia,Masculino,50 a 64,0
MA,Tufilandia,Masculino,65 ou mais,0
MA,Tufilandia,Masculino,Total,-3
MA,Tufilandia,Feminino,Até 17,0
MA,Tufilandia,Feminino,18 a 24,0
MA,Tufilandia,Feminino,25 a 29,0
MA,Tufilandia,Feminino,30 a 39,-1
MA,Tufilandia,Feminino,40 a 49,0
MA,Tufilandia,Feminino,50 a 64,0
MA,Tufilandia,Feminino,65 ou mais,0
MA,Tufilandia,Feminino,Total,-1
MA,Tufilandia,Total,Até 17,0
MA,Tufilandia,Total,18 a 24,1
MA,Tufilandia,Total,25 a 29,-1
MA,Tufilandia,Total,30 a 39,-4
MA,Tufilandia,Total,40 a 49,0
MA,Tufilandia,Total,50 a 64,0
MA,Tufilandia,Total,65 ou mais,0
MA,Tufilandia,Total,Total,-4
MA,Tuntum,Masculino,Até 17,0
MA,Tuntum,Masculino,18 a 24,11
MA,Tuntum,Masculino,25 a 29,-1
MA,Tuntum,Masculino,30 a 39,-12
MA,Tuntum,Masculino,40 a 49,-5
MA,Tuntum,Masculino,50 a 64,1
MA,Tuntum,Masculino,65 ou mais,0
MA,Tuntum,Masculino,Total,-6
MA,Tuntum,Feminino,Até 17,0
MA,Tuntum,Feminino,18 a 24,3
MA,Tuntum,Feminino,25 a 29,-5
MA,Tuntum,Feminino,30 a 39,-3
MA,Tuntum,Feminino,40 a 49,1
MA,Tuntum,Feminino,50 a 64,0
MA,Tuntum,Feminino,65 ou mais,0
MA,Tuntum,Feminino,Total,-4
MA,Tuntum,Total,Até 17,0
MA,Tuntum,Total,18 a 24,14
MA,Tuntum,Total,25 a 29,-6
MA,Tuntum,Total,30 a 39,-15
MA,Tuntum,Total,40 a 49,-4
MA,Tuntum,Total,50 a 64,1
MA,Tuntum,Total,65 ou mais,0
MA,Tuntum,Total,Total,-10
MA,Turiacu,Masculino,Até 17,0
MA,Turiacu,Masculino,18 a 24,1
MA,Turiacu,Masculino,25 a 29,-1
MA,Turiacu,Masculino,30 a 39,-1
MA,Turiacu,Masculino,40 a 49,0
MA,Turiacu,Masculino,50 a 64,0
MA,Turiacu,Masculino,65 ou mais,0
MA,Turiacu,Masculino,Total,-1
MA,Turiacu,Feminino,Até 17,0
MA,Turiacu,Feminino,18 a 24,3
MA,Turiacu,Feminino,25 a 29,1
MA,Turiacu,Feminino,30 a 39,-3
MA,Turiacu,Feminino,40 a 49,-1
MA,Turiacu,Feminino,50 a 64,-1
MA,Turiacu,Feminino,65 ou mais,0
MA,Turiacu,Feminino,Total,-1
MA,Turiacu,Total,Até 17,0
MA,Turiacu,Total,18 a 24,4
MA,Turiacu,Total,25 a 29,0
MA,Turiacu,Total,30 a 39,-4
MA,Turiacu,Total,40 a 49,-1
MA,Turiacu,Total,50 a 64,-1
MA,Turiacu,Total,65 ou mais,0
MA,Turiacu,Total,Total,-2
MA,Turilandia,Masculino,Até 17,0
MA,Turilandia,Masculino,18 a 24,0
MA,Turilandia,Masculino,25 a 29,-1
MA,Turilandia,Masculino,30 a 39,1
MA,Turilandia,Masculino,40 a 49,0
MA,Turilandia,Masculino,50 a 64,1
MA,Turilandia,Masculino,65 ou mais,0
MA,Turilandia,Masculino,Total,1
MA,Turilandia,Feminino,Até 17,0
MA,Turilandia,Feminino,18 a 24,2
MA,Turilandia,Feminino,25 a 29,-1
MA,Turilandia,Feminino,30 a 39,-1
MA,Turilandia,Feminino,40 a 49,0
MA,Turilandia,Feminino,50 a 64,0
MA,Turilandia,Feminino,65 ou mais,0
MA,Turilandia,Feminino,Total,0
MA,Turilandia,Total,Até 17,0
MA,Turilandia,Total,18 a 24,2
MA,Turilandia,Total,25 a 29,-2
MA,Turilandia,Total,30 a 39,0
MA,Turilandia,Total,40 a 49,0
MA,Turilandia,Total,50 a 64,1
MA,Turilandia,Total,65 ou mais,0
MA,Turilandia,Total,Total,1
MA,Tutoia,Masculino,Até 17,3
MA,Tutoia,Masculino,18 a 24,41
MA,Tutoia,Masculino,25 a 29,19
MA,Tutoia,Masculino,30 a 39,4
MA,Tutoia,Masculino,40 a 49,3
MA,Tutoia,Masculino,50 a 64,-2
MA,Tutoia,Masculino,65 ou mais,0
MA,Tutoia,Masculino,Total,68
MA,Tutoia,Feminino,Até 17,-1
MA,Tutoia,Feminino,18 a 24,15
MA,Tutoia,Feminino,25 a 29,7
MA,Tutoia,Feminino,30 a 39,1
MA,Tutoia,Feminino,40 a 49,1
MA,Tutoia,Feminino,50 a 64,0
MA,Tutoia,Feminino,65 ou mais,0
MA,Tutoia,Feminino,Total,23
MA,Tutoia,Total,Até 17,2
MA,Tutoia,Total,18 a 24,56
MA,Tutoia,Total,25 a 29,26
MA,Tutoia,Total,30 a 39,5
MA,Tutoia,Total,40 a 49,4
MA,Tutoia,Total,50 a 64,-2
MA,Tutoia,Total,65 ou mais,0
MA,Tutoia,Total,Total,91
MA,Urbano Santos,Masculino,Até 17,2
MA,Urbano Santos,Masculino,18 a 24,12
MA,Urbano Santos,Masculino,25 a 29,-17
MA,Urbano Santos,Masculino,30 a 39,-29
MA,Urbano Santos,Masculino,40 a 49,-15
MA,Urbano Santos,Masculino,50 a 64,-4
MA,Urbano Santos,Masculino,65 ou mais,-1
MA,Urbano Santos,Masculino,Total,-52
MA,Urbano Santos,Feminino,Até 17,1
MA,Urbano Santos,Feminino,18 a 24,-6
MA,Urbano Santos,Feminino,25 a 29,-1
MA,Urbano Santos,Feminino,30 a 39,-2
MA,Urbano Santos,Feminino,40 a 49,-1
MA,Urbano Santos,Feminino,50 a 64,0
MA,Urbano Santos,Feminino,65 ou mais,0
MA,Urbano Santos,Feminino,Total,-9
MA,Urbano Santos,Total,Até 17,3
MA,Urbano Santos,Total,18 a 24,6
MA,Urbano Santos,Total,25 a 29,-18
MA,Urbano Santos,Total,30 a 39,-31
MA,Urbano Santos,Total,40 a 49,-16
MA,Urbano Santos,Total,50 a 64,-4
MA,Urbano Santos,Total,65 ou mais,-1
MA,Urbano Santos,Total,Total,-61
MA,Vargem Grande,Masculino,Até 17,2
MA,Vargem Grande,Masculino,18 a 24,5
MA,Vargem Grande,Masculino,25 a 29,12
