Estado,Município,Sexo,Faixa Etária,Saldo
BA,Cravolandia,Masculino,18 a 24,-1
BA,Cravolandia,Masculino,25 a 29,2
BA,Cravolandia,Masculino,30 a 39,3
BA,Cravolandia,Masculino,40 a 49,1
BA,Cravolandia,Masculino,50 a 64,-2
BA,Cravolandia,Masculino,65 ou mais,0
BA,Cravolandia,Masculino,Total,3
BA,Cravolandia,Feminino,Até 17,0
BA,Cravolandia,Feminino,18 a 24,0
BA,Cravolandia,Feminino,25 a 29,0
BA,Cravolandia,Feminino,30 a 39,2
BA,Cravolandia,Feminino,40 a 49,1
BA,Cravolandia,Feminino,50 a 64,0
BA,Cravolandia,Feminino,65 ou mais,0
BA,Cravolandia,Feminino,Total,3
BA,Cravolandia,Total,Até 17,0
BA,Cravolandia,Total,18 a 24,-1
BA,Cravolandia,Total,25 a 29,2
BA,Cravolandia,Total,30 a 39,5
BA,Cravolandia,Total,40 a 49,2
BA,Cravolandia,Total,50 a 64,-2
BA,Cravolandia,Total,65 ou mais,0
BA,Cravolandia,Total,Total,6
BA,Crisopolis,Masculino,Até 17,0
BA,Crisopolis,Masculino,18 a 24,0
BA,Crisopolis,Masculino,25 a 29,-2
BA,Crisopolis,Masculino,30 a 39,-5
BA,Crisopolis,Masculino,40 a 49,-3
BA,Crisopolis,Masculino,50 a 64,0
BA,Crisopolis,Masculino,65 ou mais,0
BA,Crisopolis,Masculino,Total,-10
BA,Crisopolis,Feminino,Até 17,0
BA,Crisopolis,Feminino,18 a 24,0
BA,Crisopolis,Feminino,25 a 29,-5
BA,Crisopolis,Feminino,30 a 39,2
BA,Crisopolis,Feminino,40 a 49,0
BA,Crisopolis,Feminino,50 a 64,0
BA,Crisopolis,Feminino,65 ou mais,0
BA,Crisopolis,Feminino,Total,-3
BA,Crisopolis,Total,Até 17,0
BA,Crisopolis,Total,18 a 24,0
BA,Crisopolis,Total,25 a 29,-7
BA,Crisopolis,Total,30 a 39,-3
BA,Crisopolis,Total,40 a 49,-3
BA,Crisopolis,Total,50 a 64,0
BA,Crisopolis,Total,65 ou mais,0
BA,Crisopolis,Total,Total,-13
BA,Cristopolis,Masculino,Até 17,0
BA,Cristopolis,Masculino,18 a 24,6
BA,Cristopolis,Masculino,25 a 29,5
BA,Cristopolis,Masculino,30 a 39,12
BA,Cristopolis,Masculino,40 a 49,4
BA,Cristopolis,Masculino,50 a 64,2
BA,Cristopolis,Masculino,65 ou mais,0
BA,Cristopolis,Masculino,Total,29
BA,Cristopolis,Feminino,Até 17,0
BA,Cristopolis,Feminino,18 a 24,4
BA,Cristopolis,Feminino,25 a 29,1
BA,Cristopolis,Feminino,30 a 39,0
BA,Cristopolis,Feminino,40 a 49,-2
BA,Cristopolis,Feminino,50 a 64,0
BA,Cristopolis,Feminino,65 ou mais,0
BA,Cristopolis,Feminino,Total,3
BA,Cristopolis,Total,Até 17,0
BA,Cristopolis,Total,18 a 24,10
BA,Cristopolis,Total,25 a 29,6
BA,Cristopolis,Total,30 a 39,12
BA,Cristopolis,Total,40 a 49,2
BA,Cristopolis,Total,50 a 64,2
BA,Cristopolis,Total,65 ou mais,0
BA,Cristopolis,Total,Total,32
BA,Cruz das Almas,Masculino,Até 17,6
BA,Cruz das Almas,Masculino,18 a 24,96
BA,Cruz das Almas,Masculino,25 a 29,0
BA,Cruz das Almas,Masculino,30 a 39,-37
BA,Cruz das Almas,Masculino,40 a 49,-50
BA,Cruz das Almas,Masculino,50 a 64,-68
BA,Cruz das Almas,Masculino,65 ou mais,-22
BA,Cruz das Almas,Masculino,Total,-75
BA,Cruz das Almas,Feminino,Até 17,1
BA,Cruz das Almas,Feminino,18 a 24,24
BA,Cruz das Almas,Feminino,25 a 29,5
BA,Cruz das Almas,Feminino,30 a 39,-46
BA,Cruz das Almas,Feminino,40 a 49,-55
BA,Cruz das Almas,Feminino,50 a 64,-89
BA,Cruz das Almas,Feminino,65 ou mais,-3
BA,Cruz das Almas,Feminino,Total,-163
BA,Cruz das Almas,Total,Até 17,7
BA,Cruz das Almas,Total,18 a 24,120
BA,Cruz das Almas,Total,25 a 29,5
BA,Cruz das Almas,Total,30 a 39,-83
BA,Cruz das Almas,Total,40 a 49,-105
BA,Cruz das Almas,Total,50 a 64,-157
BA,Cruz das Almas,Total,65 ou mais,-25
BA,Cruz das Almas,Total,Total,-238
BA,Curaca,Masculino,Até 17,0
BA,Curaca,Masculino,18 a 24,68
BA,Curaca,Masculino,25 a 29,3
BA,Curaca,Masculino,30 a 39,15
BA,Curaca,Masculino,40 a 49,-9
BA,Curaca,Masculino,50 a 64,-5
BA,Curaca,Masculino,65 ou mais,-1
BA,Curaca,Masculino,Total,71
BA,Curaca,Feminino,Até 17,0
BA,Curaca,Feminino,18 a 24,22
BA,Curaca,Feminino,25 a 29,19
BA,Curaca,Feminino,30 a 39,17
BA,Curaca,Feminino,40 a 49,-4
BA,Curaca,Feminino,50 a 64,2
BA,Curaca,Feminino,65 ou mais,0
BA,Curaca,Feminino,Total,56
BA,Curaca,Total,Até 17,0
BA,Curaca,Total,18 a 24,90
BA,Curaca,Total,25 a 29,22
BA,Curaca,Total,30 a 39,32
BA,Curaca,Total,40 a 49,-13
BA,Curaca,Total,50 a 64,-3
BA,Curaca,Total,65 ou mais,-1
BA,Curaca,Total,Total,127
BA,Dario Meira,Masculino,Até 17,0
BA,Dario Meira,Masculino,18 a 24,10
BA,Dario Meira,Masculino,25 a 29,4
BA,Dario Meira,Masculino,30 a 39,2
BA,Dario Meira,Masculino,40 a 49,3
BA,Dario Meira,Masculino,50 a 64,1
BA,Dario Meira,Masculino,65 ou mais,0
BA,Dario Meira,Masculino,Total,20
BA,Dario Meira,Feminino,Até 17,0
BA,Dario Meira,Feminino,18 a 24,1
BA,Dario Meira,Feminino,25 a 29,-1
BA,Dario Meira,Feminino,30 a 39,2
BA,Dario Meira,Feminino,40 a 49,0
BA,Dario Meira,Feminino,50 a 64,-2
BA,Dario Meira,Feminino,65 ou mais,0
BA,Dario Meira,Feminino,Total,0
BA,Dario Meira,Total,Até 17,0
BA,Dario Meira,Total,18 a 24,11
BA,Dario Meira,Total,25 a 29,3
BA,Dario Meira,Total,30 a 39,4
BA,Dario Meira,Total,40 a 49,3
BA,Dario Meira,Total,50 a 64,-1
BA,Dario Meira,Total,65 ou mais,0
BA,Dario Meira,Total,Total,20
BA,Dias D Avila,Masculino,Até 17,27
BA,Dias D Avila,Masculino,18 a 24,153
BA,Dias D Avila,Masculino,25 a 29,-23
BA,Dias D Avila,Masculino,30 a 39,-52
BA,Dias D Avila,Masculino,40 a 49,-96
BA,Dias D Avila,Masculino,50 a 64,-103
BA,Dias D Avila,Masculino,65 ou mais,-26
BA,Dias D Avila,Masculino,Total,-120
BA,Dias D Avila,Feminino,Até 17,10
BA,Dias D Avila,Feminino,18 a 24,67
BA,Dias D Avila,Feminino,25 a 29,12
BA,Dias D Avila,Feminino,30 a 39,-183
BA,Dias D Avila,Feminino,40 a 49,-147
BA,Dias D Avila,Feminino,50 a 64,-159
BA,Dias D Avila,Feminino,65 ou mais,-10
BA,Dias D Avila,Feminino,Total,-410
BA,Dias D Avila,Total,Até 17,37
BA,Dias D Avila,Total,18 a 24,220
BA,Dias D Avila,Total,25 a 29,-11
BA,Dias D Avila,Total,30 a 39,-235
BA,Dias D Avila,Total,40 a 49,-243
BA,Dias D Avila,Total,50 a 64,-262
BA,Dias D Avila,Total,65 ou mais,-36
BA,Dias D Avila,Total,Total,-530
BA,Dom Basilio,Masculino,Até 17,1
BA,Dom Basilio,Masculino,18 a 24,-6
BA,Dom Basilio,Masculino,25 a 29,6
BA,Dom Basilio,Masculino,30 a 39,13
BA,Dom Basilio,Masculino,40 a 49,0
BA,Dom Basilio,Masculino,50 a 64,-3
BA,Dom Basilio,Masculino,65 ou mais,0
BA,Dom Basilio,Masculino,Total,11
BA,Dom Basilio,Feminino,Até 17,0
BA,Dom Basilio,Feminino,18 a 24,7
BA,Dom Basilio,Feminino,25 a 29,0
BA,Dom Basilio,Feminino,30 a 39,-6
BA,Dom Basilio,Feminino,40 a 49,1
BA,Dom Basilio,Feminino,50 a 64,-1
BA,Dom Basilio,Feminino,65 ou mais,0
BA,Dom Basilio,Feminino,Total,1
BA,Dom Basilio,Total,Até 17,1
BA,Dom Basilio,Total,18 a 24,1
BA,Dom Basilio,Total,25 a 29,6
BA,Dom Basilio,Total,30 a 39,7
BA,Dom Basilio,Total,40 a 49,1
BA,Dom Basilio,Total,50 a 64,-4
BA,Dom Basilio,Total,65 ou mais,0
BA,Dom Basilio,Total,Total,12
BA,Dom Macedo Costa,Masculino,Até 17,0
BA,Dom Macedo Costa,Masculino,18 a 24,-1
BA,Dom Macedo Costa,Masculino,25 a 29,3
BA,Dom Macedo Costa,Masculino,30 a 39,2
BA,Dom Macedo Costa,Masculino,40 a 49,0
BA,Dom Macedo Costa,Masculino,50 a 64,0
BA,Dom Macedo Costa,Masculino,65 ou mais,0
BA,Dom Macedo Costa,Masculino,Total,4
BA,Dom Macedo Costa,Feminino,Até 17,0
BA,Dom Macedo Costa,Feminino,18 a 24,1
BA,Dom Macedo Costa,Feminino,25 a 29,0
BA,Dom Macedo Costa,Feminino,30 a 39,0
BA,Dom Macedo Costa,Feminino,40 a 49,1
BA,Dom Macedo Costa,Feminino,50 a 64,0
BA,Dom Macedo Costa,Feminino,65 ou mais,0
BA,Dom Macedo Costa,Feminino,Total,2
BA,Dom Macedo Costa,Total,Até 17,0
BA,Dom Macedo Costa,Total,18 a 24,0
BA,Dom Macedo Costa,Total,25 a 29,3
BA,Dom Macedo Costa,Total,30 a 39,2
BA,Dom Macedo Costa,Total,40 a 49,1
BA,Dom Macedo Costa,Total,50 a 64,0
BA,Dom Macedo Costa,Total,65 ou mais,0
BA,Dom Macedo Costa,Total,Total,6
BA,Elisio Medrado,Masculino,Até 17,0
BA,Elisio Medrado,Masculino,18 a 24,-2
BA,Elisio Medrado,Masculino,25 a 29,-4
BA,Elisio Medrado,Masculino,30 a 39,-2
BA,Elisio Medrado,Masculino,40 a 49,1
BA,Elisio Medrado,Masculino,50 a 64,0
BA,Elisio Medrado,Masculino,65 ou mais,0
BA,Elisio Medrado,Masculino,Total,-7
BA,Elisio Medrado,Feminino,Até 17,0
BA,Elisio Medrado,Feminino,18 a 24,-1
BA,Elisio Medrado,Feminino,25 a 29,0
BA,Elisio Medrado,Feminino,30 a 39,-3
BA,Elisio Medrado,Feminino,40 a 49,0
BA,Elisio Medrado,Feminino,50 a 64,-1
BA,Elisio Medrado,Feminino,65 ou mais,0
BA,Elisio Medrado,Feminino,Total,-5
BA,Elisio Medrado,Total,Até 17,0
BA,Elisio Medrado,Total,18 a 24,-3
BA,Elisio Medrado,Total,25 a 29,-4
BA,Elisio Medrado,Total,30 a 39,-5
BA,Elisio Medrado,Total,40 a 49,1
BA,Elisio Medrado,Total,50 a 64,-1
BA,Elisio Medrado,Total,65 ou mais,0
BA,Elisio Medrado,Total,Total,-12
BA,Encruzilhada,Masculino,Até 17,0
BA,Encruzilhada,Masculino,18 a 24,6
BA,Encruzilhada,Masculino,25 a 29,-15
BA,Encruzilhada,Masculino,30 a 39,-8
BA,Encruzilhada,Masculino,40 a 49,-11
BA,Encruzilhada,Masculino,50 a 64,-13
BA,Encruzilhada,Masculino,65 ou mais,-1
BA,Encruzilhada,Masculino,Total,-42
BA,Encruzilhada,Feminino,Até 17,0
BA,Encruzilhada,Feminino,18 a 24,3
BA,Encruzilhada,Feminino,25 a 29,-3
BA,Encruzilhada,Feminino,30 a 39,-2
BA,Encruzilhada,Feminino,40 a 49,-1
BA,Encruzilhada,Feminino,50 a 64,-5
BA,Encruzilhada,Feminino,65 ou mais,0
BA,Encruzilhada,Feminino,Total,-8
BA,Encruzilhada,Total,Até 17,0
BA,Encruzilhada,Total,18 a 24,9
BA,Encruzilhada,Total,25 a 29,-18
BA,Encruzilhada,Total,30 a 39,-10
BA,Encruzilhada,Total,40 a 49,-12
BA,Encruzilhada,Total,50 a 64,-18
BA,Encruzilhada,Total,65 ou mais,-1
BA,Encruzilhada,Total,Total,-50
BA,Entre Rios,Masculino,Até 17,0
BA,Entre Rios,Masculino,18 a 24,51
BA,Entre Rios,Masculino,25 a 29,72
BA,Entre Rios,Masculino,30 a 39,187
BA,Entre Rios,Masculino,40 a 49,154
BA,Entre Rios,Masculino,50 a 64,63
BA,Entre Rios,Masculino,65 ou mais,-1
BA,Entre Rios,Masculino,Total,526
BA,Entre Rios,Feminino,Até 17,-1
BA,Entre Rios,Feminino,18 a 24,9
BA,Entre Rios,Feminino,25 a 29,-15
BA,Entre Rios,Feminino,30 a 39,21
BA,Entre Rios,Feminino,40 a 49,-2
BA,Entre Rios,Feminino,50 a 64,-3
BA,Entre Rios,Feminino,65 ou mais,0
BA,Entre Rios,Feminino,Total,9
BA,Entre Rios,Total,Até 17,-1
BA,Entre Rios,Total,18 a 24,60
BA,Entre Rios,Total,25 a 29,57
BA,Entre Rios,Total,30 a 39,208
BA,Entre Rios,Total,40 a 49,152
BA,Entre Rios,Total,50 a 64,60
BA,Entre Rios,Total,65 ou mais,-1
BA,Entre Rios,Total,Total,535
BA,Esplanada,Masculino,Até 17,1
BA,Esplanada,Masculino,18 a 24,-22
BA,Esplanada,Masculino,25 a 29,-48
BA,Esplanada,Masculino,30 a 39,-103
BA,Esplanada,Masculino,40 a 49,-69
BA,Esplanada,Masculino,50 a 64,-25
BA,Esplanada,Masculino,65 ou mais,-3
BA,Esplanada,Masculino,Total,-269
BA,Esplanada,Feminino,Até 17,0
BA,Esplanada,Feminino,18 a 24,10
BA,Esplanada,Feminino,25 a 29,-32
BA,Esplanada,Feminino,30 a 39,-33
BA,Esplanada,Feminino,40 a 49,-18
BA,Esplanada,Feminino,50 a 64,-7
BA,Esplanada,Feminino,65 ou mais,0
BA,Esplanada,Feminino,Total,-80
BA,Esplanada,Total,Até 17,1
BA,Esplanada,Total,18 a 24,-12
BA,Esplanada,Total,25 a 29,-80
BA,Esplanada,Total,30 a 39,-136
BA,Esplanada,Total,40 a 49,-87
BA,Esplanada,Total,50 a 64,-32
BA,Esplanada,Total,65 ou mais,-3
BA,Esplanada,Total,Total,-349
BA,Euclides da Cunha,Masculino,Até 17,4
BA,Euclides da Cunha,Masculino,18 a 24,19
BA,Euclides da Cunha,Masculino,25 a 29,10
BA,Euclides da Cunha,Masculino,30 a 39,-21
BA,Euclides da Cunha,Masculino,40 a 49,-20
BA,Euclides da Cunha,Masculino,50 a 64,-11
BA,Euclides da Cunha,Masculino,65 ou mais,-2
BA,Euclides da Cunha,Masculino,Total,-21
BA,Euclides da Cunha,Feminino,Até 17,0
BA,Euclides da Cunha,Feminino,18 a 24,31
BA,Euclides da Cunha,Feminino,25 a 29,0
BA,Euclides da Cunha,Feminino,30 a 39,20
BA,Euclides da Cunha,Feminino,40 a 49,0
BA,Euclides da Cunha,Feminino,50 a 64,-4
BA,Euclides da Cunha,Feminino,65 ou mais,0
BA,Euclides da Cunha,Feminino,Total,47
BA,Euclides da Cunha,Total,Até 17,4
BA,Euclides da Cunha,Total,18 a 24,50
BA,Euclides da Cunha,Total,25 a 29,10
BA,Euclides da Cunha,Total,30 a 39,-1
BA,Euclides da Cunha,Total,40 a 49,-20
BA,Euclides da Cunha,Total,50 a 64,-15
BA,Euclides da Cunha,Total,65 ou mais,-2
BA,Euclides da Cunha,Total,Total,26
BA,Eunapolis,Masculino,Até 17,41
BA,Eunapolis,Masculino,18 a 24,177
BA,Eunapolis,Masculino,25 a 29,2
BA,Eunapolis,Masculino,30 a 39,-234
BA,Eunapolis,Masculino,40 a 49,-134
BA,Eunapolis,Masculino,50 a 64,-133
BA,Eunapolis,Masculino,65 ou mais,-21
BA,Eunapolis,Masculino,Total,-302
BA,Eunapolis,Feminino,Até 17,23
BA,Eunapolis,Feminino,18 a 24,175
BA,Eunapolis,Feminino,25 a 29,-27
BA,Eunapolis,Feminino,30 a 39,-119
BA,Eunapolis,Feminino,40 a 49,-48
BA,Eunapolis,Feminino,50 a 64,-68
BA,Eunapolis,Feminino,65 ou mais,-5
BA,Eunapolis,Feminino,Total,-69
BA,Eunapolis,Total,Até 17,64
BA,Eunapolis,Total,18 a 24,352
BA,Eunapolis,Total,25 a 29,-25
BA,Eunapolis,Total,30 a 39,-353
BA,Eunapolis,Total,40 a 49,-182
BA,Eunapolis,Total,50 a 64,-201
BA,Eunapolis,Total,65 ou mais,-26
BA,Eunapolis,Total,Total,-371
BA,Fatima,Masculino,Até 17,0
BA,Fatima,Masculino,18 a 24,-2
BA,Fatima,Masculino,25 a 29,8
BA,Fatima,Masculino,30 a 39,-5
BA,Fatima,Masculino,40 a 49,-4
BA,Fatima,Masculino,50 a 64,0
BA,Fatima,Masculino,65 ou mais,0
BA,Fatima,Masculino,Total,-3
BA,Fatima,Feminino,Até 17,0
BA,Fatima,Feminino,18 a 24,8
BA,Fatima,Feminino,25 a 29,3
BA,Fatima,Feminino,30 a 39,-1
BA,Fatima,Feminino,40 a 49,0
BA,Fatima,Feminino,50 a 64,0
BA,Fatima,Feminino,65 ou mais,0
BA,Fatima,Feminino,Total,10
BA,Fatima,Total,Até 17,0
BA,Fatima,Total,18 a 24,6
BA,Fatima,Total,25 a 29,11
BA,Fatima,Total,30 a 39,-6
BA,Fatima,Total,40 a 49,-4
BA,Fatima,Total,50 a 64,0
BA,Fatima,Total,65 ou mais,0
BA,Fatima,Total,Total,7
BA,Feira da Mata,Masculino,Até 17,0
BA,Feira da Mata,Masculino,18 a 24,-1
BA,Feira da Mata,Masculino,25 a 29,-2
BA,Feira da Mata,Masculino,30 a 39,-1
BA,Feira da Mata,Masculino,40 a 49,1
BA,Feira da Mata,Masculino,50 a 64,0
BA,Feira da Mata,Masculino,65 ou mais,0
BA,Feira da Mata,Masculino,Total,-3
BA,Feira da Mata,Feminino,Até 17,0
BA,Feira da Mata,Feminino,18 a 24,0
BA,Feira da Mata,Feminino,25 a 29,0
BA,Feira da Mata,Feminino,30 a 39,0
BA,Feira da Mata,Feminino,40 a 49,0
BA,Feira da Mata,Feminino,50 a 64,0
BA,Feira da Mata,Feminino,65 ou mais,0
BA,Feira da Mata,Feminino,Total,0
BA,Feira da Mata,Total,Até 17,0
BA,Feira da Mata,Total,18 a 24,-1
BA,Feira da Mata,Total,25 a 29,-2
BA,Feira da Mata,Total,30 a 39,-1
BA,Feira da Mata,Total,40 a 49,1
BA,Feira da Mata,Total,50 a 64,0
BA,Feira da Mata,Total,65 ou mais,0
BA,Feira da Mata,Total,Total,-3
BA,Feira de Santana,Masculino,Até 17,169
BA,Feira de Santana,Masculino,18 a 24,1233
BA,Feira de Santana,Masculino,25 a 29,-91
BA,Feira de Santana,Masculino,30 a 39,-387
BA,Feira de Santana,Masculino,40 a 49,-228
BA,Feira de Santana,Masculino,50 a 64,-341
BA,Feira de Santana,Masculino,65 ou mais,-73
BA,Feira de Santana,Masculino,Total,282
BA,Feira de Santana,Feminino,Até 17,89
BA,Feira de Santana,Feminino,18 a 24,836
BA,Feira de Santana,Feminino,25 a 29,138
BA,Feira de Santana,Feminino,30 a 39,-54
BA,Feira de Santana,Feminino,40 a 49,-292
BA,Feira de Santana,Feminino,50 a 64,-257
BA,Feira de Santana,Feminino,65 ou mais,-13
BA,Feira de Santana,Feminino,Total,447
BA,Feira de Santana,Total,Até 17,258
BA,Feira de Santana,Total,18 a 24,2069
BA,Feira de Santana,Total,25 a 29,47
BA,Feira de Santana,Total,30 a 39,-441
BA,Feira de Santana,Total,40 a 49,-520
BA,Feira de Santana,Total,50 a 64,-598
BA,Feira de Santana,Total,65 ou mais,-86
BA,Feira de Santana,Total,Total,729
BA,Filadelfia,Masculino,Até 17,1
BA,Filadelfia,Masculino,18 a 24,5
BA,Filadelfia,Masculino,25 a 29,0
BA,Filadelfia,Masculino,30 a 39,-6
BA,Filadelfia,Masculino,40 a 49,0
BA,Filadelfia,Masculino,50 a 64,-1
BA,Filadelfia,Masculino,65 ou mais,0
BA,Filadelfia,Masculino,Total,-1
BA,Filadelfia,Feminino,Até 17,1
BA,Filadelfia,Feminino,18 a 24,8
BA,Filadelfia,Feminino,25 a 29,1
BA,Filadelfia,Feminino,30 a 39,-7
BA,Filadelfia,Feminino,40 a 49,-3
BA,Filadelfia,Feminino,50 a 64,0
BA,Filadelfia,Feminino,65 ou mais,0
BA,Filadelfia,Feminino,Total,0
BA,Filadelfia,Total,Até 17,2
BA,Filadelfia,Total,18 a 24,13
BA,Filadelfia,Total,25 a 29,1
BA,Filadelfia,Total,30 a 39,-13
BA,Filadelfia,Total,40 a 49,-3
BA,Filadelfia,Total,50 a 64,-1
BA,Filadelfia,Total,65 ou mais,0
BA,Filadelfia,Total,Total,-1
BA,Firmino Alves,Masculino,Até 17,0
BA,Firmino Alves,Masculino,18 a 24,7
BA,Firmino Alves,Masculino,25 a 29,-5
BA,Firmino Alves,Masculino,30 a 39,-19
BA,Firmino Alves,Masculino,40 a 49,-5
BA,Firmino Alves,Masculino,50 a 64,0
BA,Firmino Alves,Masculino,65 ou mais,-1
BA,Firmino Alves,Masculino,Total,-23
BA,Firmino Alves,Feminino,Até 17,0
BA,Firmino Alves,Feminino,18 a 24,5
BA,Firmino Alves,Feminino,25 a 29,-8
BA,Firmino Alves,Feminino,30 a 39,-11
BA,Firmino Alves,Feminino,40 a 49,-4
BA,Firmino Alves,Feminino,50 a 64,-1
BA,Firmino Alves,Feminino,65 ou mais,0
BA,Firmino Alves,Feminino,Total,-19
BA,Firmino Alves,Total,Até 17,0
BA,Firmino Alves,Total,18 a 24,12
BA,Firmino Alves,Total,25 a 29,-13
BA,Firmino Alves,Total,30 a 39,-30
BA,Firmino Alves,Total,40 a 49,-9
BA,Firmino Alves,Total,50 a 64,-1
BA,Firmino Alves,Total,65 ou mais,-1
BA,Firmino Alves,Total,Total,-42
BA,Floresta Azul,Masculino,Até 17,0
BA,Floresta Azul,Masculino,18 a 24,6
BA,Floresta Azul,Masculino,25 a 29,4
BA,Floresta Azul,Masculino,30 a 39,2
BA,Floresta Azul,Masculino,40 a 49,-1
BA,Floresta Azul,Masculino,50 a 64,-5
BA,Floresta Azul,Masculino,65 ou mais,0
BA,Floresta Azul,Masculino,Total,6
BA,Floresta Azul,Feminino,Até 17,0
BA,Floresta Azul,Feminino,18 a 24,-1
BA,Floresta Azul,Feminino,25 a 29,2
BA,Floresta Azul,Feminino,30 a 39,-5
BA,Floresta Azul,Feminino,40 a 49,0
BA,Floresta Azul,Feminino,50 a 64,0
BA,Floresta Azul,Feminino,65 ou mais,0
BA,Floresta Azul,Feminino,Total,-4
BA,Floresta Azul,Total,Até 17,0
BA,Floresta Azul,Total,18 a 24,5
BA,Floresta Azul,Total,25 a 29,6
BA,Floresta Azul,Total,30 a 39,-3
BA,Floresta Azul,Total,40 a 49,-1
BA,Floresta Azul,Total,50 a 64,-5
BA,Floresta Azul,Total,65 ou mais,0
BA,Floresta Azul,Total,Total,2
BA,Formosa do Rio Preto,Masculino,Até 17,2
BA,Formosa do Rio Preto,Masculino,18 a 24,100
BA,Formosa do Rio Preto,Masculino,25 a 29,-11
BA,Formosa do Rio Preto,Masculino,30 a 39,-36
BA,Formosa do Rio Preto,Masculino,40 a 49,-33
BA,Formosa do Rio Preto,Masculino,50 a 64,-13
BA,Formosa do Rio Preto,Masculino,65 ou mais,0
BA,Formosa do Rio Preto,Masculino,Total,9
BA,Formosa do Rio Preto,Feminino,Até 17,5
BA,Formosa do Rio Preto,Feminino,18 a 24,7
BA,Formosa do Rio Preto,Feminino,25 a 29,-1
BA,Formosa do Rio Preto,Feminino,30 a 39,-19
BA,Formosa do Rio Preto,Feminino,40 a 49,6
BA,Formosa do Rio Preto,Feminino,50 a 64,9
BA,Formosa do Rio Preto,Feminino,65 ou mais,0
BA,Formosa do Rio Preto,Feminino,Total,7
BA,Formosa do Rio Preto,Total,Até 17,7
BA,Formosa do Rio Preto,Total,18 a 24,107
BA,Formosa do Rio Preto,Total,25 a 29,-12
BA,Formosa do Rio Preto,Total,30 a 39,-55
BA,Formosa do Rio Preto,Total,40 a 49,-27
BA,Formosa do Rio Preto,Total,50 a 64,-4
BA,Formosa do Rio Preto,Total,65 ou mais,0
BA,Formosa do Rio Preto,Total,Total,16
BA,Gandu,Masculino,Até 17,3
BA,Gandu,Masculino,18 a 24,25
BA,Gandu,Masculino,25 a 29,0
BA,Gandu,Masculino,30 a 39,-3
BA,Gandu,Masculino,40 a 49,6
BA,Gandu,Masculino,50 a 64,6
BA,Gandu,Masculino,65 ou mais,-1
BA,Gandu,Masculino,Total,36
BA,Gandu,Feminino,Até 17,0
BA,Gandu,Feminino,18 a 24,26
BA,Gandu,Feminino,25 a 29,-1
BA,Gandu,Feminino,30 a 39,3
BA,Gandu,Feminino,40 a 49,-10
BA,Gandu,Feminino,50 a 64,-3
BA,Gandu,Feminino,65 ou mais,0
BA,Gandu,Feminino,Total,15
BA,Gandu,Total,Até 17,3
BA,Gandu,Total,18 a 24,51
BA,Gandu,Total,25 a 29,-1
BA,Gandu,Total,30 a 39,0
BA,Gandu,Total,40 a 49,-4
BA,Gandu,Total,50 a 64,3
BA,Gandu,Total,65 ou mais,-1
BA,Gandu,Total,Total,51
BA,Gaviao,Masculino,Até 17,0
BA,Gaviao,Masculino,18 a 24,-1
BA,Gaviao,Masculino,25 a 29,0
BA,Gaviao,Masculino,30 a 39,-1
BA,Gaviao,Masculino,40 a 49,2
BA,Gaviao,Masculino,50 a 64,0
BA,Gaviao,Masculino,65 ou mais,0
BA,Gaviao,Masculino,Total,0
BA,Gaviao,Feminino,Até 17,0
BA,Gaviao,Feminino,18 a 24,1
BA,Gaviao,Feminino,25 a 29,1
BA,Gaviao,Feminino,30 a 39,-1
BA,Gaviao,Feminino,40 a 49,0
BA,Gaviao,Feminino,50 a 64,0
BA,Gaviao,Feminino,65 ou mais,0
BA,Gaviao,Feminino,Total,1
BA,Gaviao,Total,Até 17,0
BA,Gaviao,Total,18 a 24,0
BA,Gaviao,Total,25 a 29,1
BA,Gaviao,Total,30 a 39,-2
BA,Gaviao,Total,40 a 49,2
BA,Gaviao,Total,50 a 64,0
BA,Gaviao,Total,65 ou mais,0
BA,Gaviao,Total,Total,1
BA,Gentio do Ouro,Masculino,Até 17,0
BA,Gentio do Ouro,Masculino,18 a 24,1
BA,Gentio do Ouro,Masculino,25 a 29,-1
BA,Gentio do Ouro,Masculino,30 a 39,-11
BA,Gentio do Ouro,Masculino,40 a 49,-9
BA,Gentio do Ouro,Masculino,50 a 64,-3
BA,Gentio do Ouro,Masculino,65 ou mais,0
BA,Gentio do Ouro,Masculino,Total,-23
BA,Gentio do Ouro,Feminino,Até 17,0
BA,Gentio do Ouro,Feminino,18 a 24,1
BA,Gentio do Ouro,Feminino,25 a 29,0
BA,Gentio do Ouro,Feminino,30 a 39,-1
BA,Gentio do Ouro,Feminino,40 a 49,0
BA,Gentio do Ouro,Feminino,50 a 64,0
BA,Gentio do Ouro,Feminino,65 ou mais,0
BA,Gentio do Ouro,Feminino,Total,0
BA,Gentio do Ouro,Total,Até 17,0
BA,Gentio do Ouro,Total,18 a 24,2
BA,Gentio do Ouro,Total,25 a 29,-1
BA,Gentio do Ouro,Total,30 a 39,-12
BA,Gentio do Ouro,Total,40 a 49,-9
BA,Gentio do Ouro,Total,50 a 64,-3
BA,Gentio do Ouro,Total,65 ou mais,0
BA,Gentio do Ouro,Total,Total,-23
BA,Gloria,Masculino,Até 17,0
BA,Gloria,Masculino,18 a 24,-1
BA,Gloria,Masculino,25 a 29,5
BA,Gloria,Masculino,30 a 39,1
BA,Gloria,Masculino,40 a 49,-6
BA,Gloria,Masculino,50 a 64,-1
